index;GROUP;CODE;NAME;YEAR;DISEASE;DENOMINATOR;INCIDENCE_RATE
36447;WHO Regions;emr;Eastern Mediterranean Region;2004;DIPHTHERIA;per 1,000,000 total population;0,4
36448;WHO Regions;emr;Eastern Mediterranean Region;2004;CRS;per 10,000 live births;0,0
36449;WHO Regions;emr;Eastern Mediterranean Region;2004;YFEVER;per 1,000,000 total population;0,0
36450;WHO Regions;emr;Eastern Mediterranean Region;2004;MEASLES;per 1,000,000 total population;115,3
36491;WHO Regions;eur;European Region;2004;MUMPS;per 1,000,000 total population;385,5
36492;WHO Regions;eur;European Region;2004;POLIO;per 1,000,000 <15 population;0,0
36493;WHO Regions;eur;European Region;2004;NTETANUS;per 1000 live births;0,0
36494;WHO Regions;eur;European Region;2004;MEASLES;per 1,000,000 total population;33,7
36495;WHO Regions;eur;European Region;2004;DIPHTHERIA;per 1,000,000 total population;0,8
36496;WHO Regions;eur;European Region;2004;RUBELLA;per 1,000,000 total population;435,0
36497;WHO Regions;eur;European Region;2004;CRS;per 10,000 live births;0,1
36498;WHO Regions;eur;European Region;2004;YFEVER;per 1,000,000 total population;0,0
36499;WHO Regions;eur;European Region;2004;TTETANUS;per 1,000,000 total population;0,4
36500;WHO Regions;eur;European Region;2004;PERTUSSIS;per 1,000,000 total population;61,9
37442;WHO Regions;sear;South-East Asia Region;2004;NTETANUS;per 1000 live births;0,1
37443;WHO Regions;sear;South-East Asia Region;2004;DIPHTHERIA;per 1,000,000 total population;5,3
37444;WHO Regions;sear;South-East Asia Region;2004;JAPENC;per 1,000,000 total population;0,6
37445;WHO Regions;sear;South-East Asia Region;2004;POLIO;per 1,000,000 <15 population;0,2
37446;WHO Regions;sear;South-East Asia Region;2004;TTETANUS;per 1,000,000 total population;4,2
37447;WHO Regions;sear;South-East Asia Region;2004;YFEVER;per 1,000,000 total population;0,0
37448;WHO Regions;sear;South-East Asia Region;2004;MEASLES;per 1,000,000 total population;66,9
37449;WHO Regions;sear;South-East Asia Region;2004;CRS;per 10,000 live births;0,3
37450;WHO Regions;sear;South-East Asia Region;2004;RUBELLA;per 1,000,000 total population;5,0
37451;WHO Regions;sear;South-East Asia Region;2004;PERTUSSIS;per 1,000,000 total population;24,1
37452;WHO Regions;sear;South-East Asia Region;2004;MUMPS;per 1,000,000 total population;142,9
37824;WHO Regions;wpr;Western Pacific Region;2004;NTETANUS;per 1000 live births;0,2
37825;WHO Regions;wpr;Western Pacific Region;2004;TTETANUS;per 1,000,000 total population;6,1
37826;WHO Regions;wpr;Western Pacific Region;2004;YFEVER;per 1,000,000 total population;0,0
37827;WHO Regions;wpr;Western Pacific Region;2004;MUMPS;per 1,000,000 total population;205,4
37828;WHO Regions;wpr;Western Pacific Region;2004;DIPHTHERIA;per 1,000,000 total population;0,1
37829;WHO Regions;wpr;Western Pacific Region;2004;PERTUSSIS;per 1,000,000 total population;12,1
37830;WHO Regions;wpr;Western Pacific Region;2004;MEASLES;per 1,000,000 total population;52,4
37831;WHO Regions;wpr;Western Pacific Region;2004;POLIO;per 1,000,000 <15 population;0,0
37832;WHO Regions;wpr;Western Pacific Region;2004;CRS;per 10,000 live births;0,0
37833;WHO Regions;wpr;Western Pacific Region;2004;RUBELLA;per 1,000,000 total population;16,8
37894;WHO Regions;afr;African Region;2005;NTETANUS;per 1000 live births;0,2
37895;WHO Regions;afr;African Region;2005;MUMPS;per 1,000,000 total population;580,8
37896;WHO Regions;afr;African Region;2005;YFEVER;per 1,000,000 total population;1,0
37897;WHO Regions;afr;African Region;2005;RUBELLA;per 1,000,000 total population;7,2
37898;WHO Regions;afr;African Region;2005;POLIO;per 1,000,000 <15 population;2,7
37899;WHO Regions;afr;African Region;2005;PERTUSSIS;per 1,000,000 total population;48,4
37900;WHO Regions;afr;African Region;2005;DIPHTHERIA;per 1,000,000 total population;0,2
37901;WHO Regions;afr;African Region;2005;TTETANUS;per 1,000,000 total population;5,1
37902;WHO Regions;afr;African Region;2005;MEASLES;per 1,000,000 total population;437,9
37903;WHO Regions;afr;African Region;2005;CRS;per 10,000 live births;0,0
37924;WHO Regions;amr;Region of the Americas;2005;TTETANUS;per 1,000,000 total population;1,1
37925;WHO Regions;amr;Region of the Americas;2005;YFEVER;per 1,000,000 total population;0,2
37926;WHO Regions;amr;Region of the Americas;2005;PERTUSSIS;per 1,000,000 total population;40,0
37927;WHO Regions;amr;Region of the Americas;2005;POLIO;per 1,000,000 <15 population;0,0
37928;WHO Regions;amr;Region of the Americas;2005;NTETANUS;per 1000 live births;0,0
37929;WHO Regions;amr;Region of the Americas;2005;RUBELLA;per 1,000,000 total population;6,0
37930;WHO Regions;amr;Region of the Americas;2005;CRS;per 10,000 live births;0,0
37931;WHO Regions;amr;Region of the Americas;2005;MUMPS;per 1,000,000 total population;94,4
37932;WHO Regions;amr;Region of the Americas;2005;DIPHTHERIA;per 1,000,000 total population;0,1
37933;WHO Regions;amr;Region of the Americas;2005;MEASLES;per 1,000,000 total population;0,1
38434;WHO Regions;emr;Eastern Mediterranean Region;2005;MUMPS;per 1,000,000 total population;74,1
38435;WHO Regions;emr;Eastern Mediterranean Region;2005;POLIO;per 1,000,000 <15 population;3,7
38436;WHO Regions;emr;Eastern Mediterranean Region;2005;RUBELLA;per 1,000,000 total population;74,0
38437;WHO Regions;emr;Eastern Mediterranean Region;2005;TTETANUS;per 1,000,000 total population;2,4
38438;WHO Regions;emr;Eastern Mediterranean Region;2005;CRS;per 10,000 live births;0,0
38439;WHO Regions;emr;Eastern Mediterranean Region;2005;NTETANUS;per 1000 live births;0,1
38440;WHO Regions;emr;Eastern Mediterranean Region;2005;YFEVER;per 1,000,000 total population;0,0
38441;WHO Regions;emr;Eastern Mediterranean Region;2005;PERTUSSIS;per 1,000,000 total population;11,0
38442;WHO Regions;emr;Eastern Mediterranean Region;2005;MEASLES;per 1,000,000 total population;30,8
38443;WHO Regions;emr;Eastern Mediterranean Region;2005;DIPHTHERIA;per 1,000,000 total population;0,5
38484;WHO Regions;eur;European Region;2005;RUBELLA;per 1,000,000 total population;291,2
38485;WHO Regions;eur;European Region;2005;YFEVER;per 1,000,000 total population;0,0
38486;WHO Regions;eur;European Region;2005;POLIO;per 1,000,000 <15 population;0,0
38487;WHO Regions;eur;European Region;2005;MUMPS;per 1,000,000 total population;344,2
38488;WHO Regions;eur;European Region;2005;DIPHTHERIA;per 1,000,000 total population;0,6
38489;WHO Regions;eur;European Region;2005;TTETANUS;per 1,000,000 total population;0,3
38490;WHO Regions;eur;European Region;2005;CRS;per 10,000 live births;0,0
38491;WHO Regions;eur;European Region;2005;PERTUSSIS;per 1,000,000 total population;36,3
38492;WHO Regions;eur;European Region;2005;NTETANUS;per 1000 live births;0,0
38493;WHO Regions;eur;European Region;2005;MEASLES;per 1,000,000 total population;42,9
39416;WHO Regions;sear;South-East Asia Region;2005;DIPHTHERIA;per 1,000,000 total population;3,8
39417;WHO Regions;sear;South-East Asia Region;2005;TTETANUS;per 1,000,000 total population;4,0
39418;WHO Regions;sear;South-East Asia Region;2005;MEASLES;per 1,000,000 total population;52,4
39419;WHO Regions;sear;South-East Asia Region;2005;YFEVER;per 1,000,000 total population;0,0
39420;WHO Regions;sear;South-East Asia Region;2005;JAPENC;per 1,000,000 total population;1,2
39421;WHO Regions;sear;South-East Asia Region;2005;POLIO;per 1,000,000 <15 population;0,8
39422;WHO Regions;sear;South-East Asia Region;2005;RUBELLA;per 1,000,000 total population;32,9
39423;WHO Regions;sear;South-East Asia Region;2005;CRS;per 10,000 live births;0,0
39424;WHO Regions;sear;South-East Asia Region;2005;PERTUSSIS;per 1,000,000 total population;25,2
39425;WHO Regions;sear;South-East Asia Region;2005;MUMPS;per 1,000,000 total population;103,6
39426;WHO Regions;sear;South-East Asia Region;2005;NTETANUS;per 1000 live births;0,0
39795;WHO Regions;wpr;Western Pacific Region;2005;POLIO;per 1,000,000 <15 population;0,0
39796;WHO Regions;wpr;Western Pacific Region;2005;RUBELLA;per 1,000,000 total population;18,1
39797;WHO Regions;wpr;Western Pacific Region;2005;PERTUSSIS;per 1,000,000 total population;13,2
39798;WHO Regions;wpr;Western Pacific Region;2005;DIPHTHERIA;per 1,000,000 total population;0,5
39799;WHO Regions;wpr;Western Pacific Region;2005;NTETANUS;per 1000 live births;0,1
39800;WHO Regions;wpr;Western Pacific Region;2005;MUMPS;per 1,000,000 total population;197,6
39801;WHO Regions;wpr;Western Pacific Region;2005;CRS;per 10,000 live births;0,0
39802;WHO Regions;wpr;Western Pacific Region;2005;TTETANUS;per 1,000,000 total population;2,5
39803;WHO Regions;wpr;Western Pacific Region;2005;YFEVER;per 1,000,000 total population;0,0
39804;WHO Regions;wpr;Western Pacific Region;2005;MEASLES;per 1,000,000 total population;78,4
39866;WHO Regions;afr;African Region;2006;RUBELLA;per 1,000,000 total population;5,2
39867;WHO Regions;afr;African Region;2006;CRS;per 10,000 live births;0,0
39868;WHO Regions;afr;African Region;2006;TTETANUS;per 1,000,000 total population;10,6
39869;WHO Regions;afr;African Region;2006;PERTUSSIS;per 1,000,000 total population;39,3
39870;WHO Regions;afr;African Region;2006;YFEVER;per 1,000,000 total population;0,5
39871;WHO Regions;afr;African Region;2006;JAPENC;per 1,000,000 total population;0,1
39872;WHO Regions;afr;African Region;2006;MUMPS;per 1,000,000 total population;156,2
39873;WHO Regions;afr;African Region;2006;POLIO;per 1,000,000 <15 population;3,7
39874;WHO Regions;afr;African Region;2006;MEASLES;per 1,000,000 total population;130,3
39875;WHO Regions;afr;African Region;2006;NTETANUS;per 1000 live births;0,1
39876;WHO Regions;afr;African Region;2006;DIPHTHERIA;per 1,000,000 total population;0,9
39899;WHO Regions;amr;Region of the Americas;2006;PERTUSSIS;per 1,000,000 total population;27,9
39900;WHO Regions;amr;Region of the Americas;2006;JAPENC;per 1,000,000 total population;0,0
39901;WHO Regions;amr;Region of the Americas;2006;DIPHTHERIA;per 1,000,000 total population;0,0
39902;WHO Regions;amr;Region of the Americas;2006;TTETANUS;per 1,000,000 total population;1,0
39903;WHO Regions;amr;Region of the Americas;2006;RUBELLA;per 1,000,000 total population;3,4
39904;WHO Regions;amr;Region of the Americas;2006;CRS;per 10,000 live births;0,0
39905;WHO Regions;amr;Region of the Americas;2006;YFEVER;per 1,000,000 total population;0,2
39906;WHO Regions;amr;Region of the Americas;2006;NTETANUS;per 1000 live births;0,0
39907;WHO Regions;amr;Region of the Americas;2006;MUMPS;per 1,000,000 total population;57,1
39908;WHO Regions;amr;Region of the Americas;2006;POLIO;per 1,000,000 <15 population;0,0
39909;WHO Regions;amr;Region of the Americas;2006;MEASLES;per 1,000,000 total population;0,3
40433;WHO Regions;emr;Eastern Mediterranean Region;2006;POLIO;per 1,000,000 <15 population;0,5
40434;WHO Regions;emr;Eastern Mediterranean Region;2006;NTETANUS;per 1000 live births;0,1
40435;WHO Regions;emr;Eastern Mediterranean Region;2006;PERTUSSIS;per 1,000,000 total population;19,2
40436;WHO Regions;emr;Eastern Mediterranean Region;2006;JAPENC;per 1,000,000 total population;0,0
40437;WHO Regions;emr;Eastern Mediterranean Region;2006;CRS;per 10,000 live births;0,1
40438;WHO Regions;emr;Eastern Mediterranean Region;2006;MEASLES;per 1,000,000 total population;43,6
40439;WHO Regions;emr;Eastern Mediterranean Region;2006;MUMPS;per 1,000,000 total population;57,8
40440;WHO Regions;emr;Eastern Mediterranean Region;2006;TTETANUS;per 1,000,000 total population;2,0
40441;WHO Regions;emr;Eastern Mediterranean Region;2006;YFEVER;per 1,000,000 total population;0,0
40442;WHO Regions;emr;Eastern Mediterranean Region;2006;RUBELLA;per 1,000,000 total population;14,3
40443;WHO Regions;emr;Eastern Mediterranean Region;2006;DIPHTHERIA;per 1,000,000 total population;0,3
40488;WHO Regions;eur;European Region;2006;YFEVER;per 1,000,000 total population;0,0
40489;WHO Regions;eur;European Region;2006;NTETANUS;per 1000 live births;0,0
40490;WHO Regions;eur;European Region;2006;MEASLES;per 1,000,000 total population;61,8
40491;WHO Regions;eur;European Region;2006;TTETANUS;per 1,000,000 total population;0,3
40492;WHO Regions;eur;European Region;2006;DIPHTHERIA;per 1,000,000 total population;0,4
40493;WHO Regions;eur;European Region;2006;MUMPS;per 1,000,000 total population;118,7
40494;WHO Regions;eur;European Region;2006;POLIO;per 1,000,000 <15 population;0,0
40495;WHO Regions;eur;European Region;2006;PERTUSSIS;per 1,000,000 total population;38,6
40496;WHO Regions;eur;European Region;2006;RUBELLA;per 1,000,000 total population;278,5
40497;WHO Regions;eur;European Region;2006;JAPENC;per 1,000,000 total population;0,0
40498;WHO Regions;eur;European Region;2006;CRS;per 10,000 live births;0,0
41512;WHO Regions;sear;South-East Asia Region;2006;POLIO;per 1,000,000 <15 population;1,3
41513;WHO Regions;sear;South-East Asia Region;2006;NTETANUS;per 1000 live births;0,0
41514;WHO Regions;sear;South-East Asia Region;2006;YFEVER;per 1,000,000 total population;0,0
41515;WHO Regions;sear;South-East Asia Region;2006;PERTUSSIS;per 1,000,000 total population;20,4
41516;WHO Regions;sear;South-East Asia Region;2006;DIPHTHERIA;per 1,000,000 total population;2,0
41517;WHO Regions;sear;South-East Asia Region;2006;MUMPS;per 1,000,000 total population;95,8
41518;WHO Regions;sear;South-East Asia Region;2006;TTETANUS;per 1,000,000 total population;2,9
41519;WHO Regions;sear;South-East Asia Region;2006;MEASLES;per 1,000,000 total population;57,0
41520;WHO Regions;sear;South-East Asia Region;2006;RUBELLA;per 1,000,000 total population;7,8
41521;WHO Regions;sear;South-East Asia Region;2006;JAPENC;per 1,000,000 total population;2,0
41522;WHO Regions;sear;South-East Asia Region;2006;CRS;per 10,000 live births;0,0
41927;WHO Regions;wpr;Western Pacific Region;2006;RUBELLA;per 1,000,000 total population;26,4
41928;WHO Regions;wpr;Western Pacific Region;2006;MEASLES;per 1,000,000 total population;58,8
41929;WHO Regions;wpr;Western Pacific Region;2006;PERTUSSIS;per 1,000,000 total population;5,2
41930;WHO Regions;wpr;Western Pacific Region;2006;TTETANUS;per 1,000,000 total population;5,7
41931;WHO Regions;wpr;Western Pacific Region;2006;MUMPS;per 1,000,000 total population;315,9
41932;WHO Regions;wpr;Western Pacific Region;2006;CRS;per 10,000 live births;0,0
41933;WHO Regions;wpr;Western Pacific Region;2006;DIPHTHERIA;per 1,000,000 total population;0,0
41934;WHO Regions;wpr;Western Pacific Region;2006;JAPENC;per 1,000,000 total population;5,0
41935;WHO Regions;wpr;Western Pacific Region;2006;YFEVER;per 1,000,000 total population;0,0
41936;WHO Regions;wpr;Western Pacific Region;2006;POLIO;per 1,000,000 <15 population;0,0
41937;WHO Regions;wpr;Western Pacific Region;2006;NTETANUS;per 1000 live births;0,1
42004;WHO Regions;afr;African Region;2007;PERTUSSIS;per 1,000,000 total population;43,9
42005;WHO Regions;afr;African Region;2007;RUBELLA;per 1,000,000 total population;6,5
42006;WHO Regions;afr;African Region;2007;TTETANUS;per 1,000,000 total population;6,6
42007;WHO Regions;afr;African Region;2007;MEASLES;per 1,000,000 total population;97,5
42008;WHO Regions;afr;African Region;2007;NTETANUS;per 1000 live births;0,0
42009;WHO Regions;afr;African Region;2007;MUMPS;per 1,000,000 total population;119,2
42010;WHO Regions;afr;African Region;2007;CRS;per 10,000 live births;0,0
42011;WHO Regions;afr;African Region;2007;DIPHTHERIA;per 1,000,000 total population;0,1
42012;WHO Regions;afr;African Region;2007;POLIO;per 1,000,000 <15 population;1,3
42013;WHO Regions;afr;African Region;2007;YFEVER;per 1,000,000 total population;0,3
42014;WHO Regions;afr;African Region;2007;JAPENC;per 1,000,000 total population;0,0
42037;WHO Regions;amr;Region of the Americas;2007;RUBELLA;per 1,000,000 total population;14,7
42038;WHO Regions;amr;Region of the Americas;2007;NTETANUS;per 1000 live births;0,0
42039;WHO Regions;amr;Region of the Americas;2007;MUMPS;per 1,000,000 total population;56,6
42040;WHO Regions;amr;Region of the Americas;2007;JAPENC;per 1,000,000 total population;0,0
42041;WHO Regions;amr;Region of the Americas;2007;YFEVER;per 1,000,000 total population;0,1
42042;WHO Regions;amr;Region of the Americas;2007;MEASLES;per 1,000,000 total population;0,2
42043;WHO Regions;amr;Region of the Americas;2007;DIPHTHERIA;per 1,000,000 total population;0,0
42044;WHO Regions;amr;Region of the Americas;2007;CRS;per 10,000 live births;0,0
42045;WHO Regions;amr;Region of the Americas;2007;TTETANUS;per 1,000,000 total population;0,8
42046;WHO Regions;amr;Region of the Americas;2007;PERTUSSIS;per 1,000,000 total population;22,6
42047;WHO Regions;amr;Region of the Americas;2007;POLIO;per 1,000,000 <15 population;0,0
42580;WHO Regions;emr;Eastern Mediterranean Region;2007;MUMPS;per 1,000,000 total population;41,9
42581;WHO Regions;emr;Eastern Mediterranean Region;2007;NTETANUS;per 1000 live births;0,1
42582;WHO Regions;emr;Eastern Mediterranean Region;2007;POLIO;per 1,000,000 <15 population;0,3
42583;WHO Regions;emr;Eastern Mediterranean Region;2007;YFEVER;per 1,000,000 total population;0,0
42584;WHO Regions;emr;Eastern Mediterranean Region;2007;MEASLES;per 1,000,000 total population;28,7
42585;WHO Regions;emr;Eastern Mediterranean Region;2007;RUBELLA;per 1,000,000 total population;36,0
42586;WHO Regions;emr;Eastern Mediterranean Region;2007;JAPENC;per 1,000,000 total population;0,0
42587;WHO Regions;emr;Eastern Mediterranean Region;2007;TTETANUS;per 1,000,000 total population;2,2
42588;WHO Regions;emr;Eastern Mediterranean Region;2007;TTETANUS;per 1,000,000 total population;2,2
42589;WHO Regions;emr;Eastern Mediterranean Region;2007;PERTUSSIS;per 1,000,000 total population;26,0
42590;WHO Regions;emr;Eastern Mediterranean Region;2007;JAPENC;per 1,000,000 total population;0,0
42635;WHO Regions;eur;European Region;2007;POLIO;per 1,000,000 <15 population;0,0
42636;WHO Regions;eur;European Region;2007;CRS;per 10,000 live births;0,0
42637;WHO Regions;eur;European Region;2007;TTETANUS;per 1,000,000 total population;0,3
42638;WHO Regions;eur;European Region;2007;MUMPS;per 1,000,000 total population;92,8
42639;WHO Regions;eur;European Region;2007;YFEVER;per 1,000,000 total population;0,0
42640;WHO Regions;eur;European Region;2007;DIPHTHERIA;per 1,000,000 total population;0,3
42641;WHO Regions;eur;European Region;2007;PERTUSSIS;per 1,000,000 total population;39,5
42642;WHO Regions;eur;European Region;2007;MEASLES;per 1,000,000 total population;7,9
42643;WHO Regions;eur;European Region;2007;JAPENC;per 1,000,000 total population;0,0
42644;WHO Regions;eur;European Region;2007;RUBELLA;per 1,000,000 total population;94,5
42645;WHO Regions;eur;European Region;2007;NTETANUS;per 1000 live births;0,0
43672;WHO Regions;sear;South-East Asia Region;2007;RUBELLA;per 1,000,000 total population;25,0
43673;WHO Regions;sear;South-East Asia Region;2007;CRS;per 10,000 live births;0,0
43674;WHO Regions;sear;South-East Asia Region;2007;YFEVER;per 1,000,000 total population;0,0
43675;WHO Regions;sear;South-East Asia Region;2007;PERTUSSIS;per 1,000,000 total population;32,3
43676;WHO Regions;sear;South-East Asia Region;2007;JAPENC;per 1,000,000 total population;3,2
43677;WHO Regions;sear;South-East Asia Region;2007;DIPHTHERIA;per 1,000,000 total population;2,4
43678;WHO Regions;sear;South-East Asia Region;2007;NTETANUS;per 1000 live births;0,0
43679;WHO Regions;sear;South-East Asia Region;2007;TTETANUS;per 1,000,000 total population;5,3
43680;WHO Regions;sear;South-East Asia Region;2007;POLIO;per 1,000,000 <15 population;1,6
43681;WHO Regions;sear;South-East Asia Region;2007;MEASLES;per 1,000,000 total population;42,1
43682;WHO Regions;sear;South-East Asia Region;2007;MUMPS;per 1,000,000 total population;98,3
44090;WHO Regions;wpr;Western Pacific Region;2007;MEASLES;per 1,000,000 total population;67,8
44091;WHO Regions;wpr;Western Pacific Region;2007;YFEVER;per 1,000,000 total population;0,0
44092;WHO Regions;wpr;Western Pacific Region;2007;TTETANUS;per 1,000,000 total population;2,4
44093;WHO Regions;wpr;Western Pacific Region;2007;JAPENC;per 1,000,000 total population;3,1
44094;WHO Regions;wpr;Western Pacific Region;2007;CRS;per 10,000 live births;0,4
44095;WHO Regions;wpr;Western Pacific Region;2007;DIPHTHERIA;per 1,000,000 total population;0,0
44096;WHO Regions;wpr;Western Pacific Region;2007;PERTUSSIS;per 1,000,000 total population;21,8
44097;WHO Regions;wpr;Western Pacific Region;2007;POLIO;per 1,000,000 <15 population;0,0
44098;WHO Regions;wpr;Western Pacific Region;2007;MUMPS;per 1,000,000 total population;182,6
44099;WHO Regions;wpr;Western Pacific Region;2007;NTETANUS;per 1000 live births;0,1
44100;WHO Regions;wpr;Western Pacific Region;2007;RUBELLA;per 1,000,000 total population;55,3
44167;WHO Regions;afr;African Region;2008;NTETANUS;per 1000 live births;0,1
44168;WHO Regions;afr;African Region;2008;RUBELLA;per 1,000,000 total population;23,0
44169;WHO Regions;afr;African Region;2008;CRS;per 10,000 live births;0,0
44170;WHO Regions;afr;African Region;2008;JAPENC;per 1,000,000 total population;0,0
44171;WHO Regions;afr;African Region;2008;TTETANUS;per 1,000,000 total population;6,9
44172;WHO Regions;afr;African Region;2008;POLIO;per 1,000,000 <15 population;2,9
44173;WHO Regions;afr;African Region;2008;PERTUSSIS;per 1,000,000 total population;38,5
44174;WHO Regions;afr;African Region;2008;YFEVER;per 1,000,000 total population;0,4
44175;WHO Regions;afr;African Region;2008;MUMPS;per 1,000,000 total population;101,1
44176;WHO Regions;afr;African Region;2008;DIPHTHERIA;per 1,000,000 total population;0,3
44177;WHO Regions;afr;African Region;2008;MEASLES;per 1,000,000 total population;46,0
44200;WHO Regions;amr;Region of the Americas;2008;CRS;per 10,000 live births;0,2
44201;WHO Regions;amr;Region of the Americas;2008;MUMPS;per 1,000,000 total population;59,0
44202;WHO Regions;amr;Region of the Americas;2008;TTETANUS;per 1,000,000 total population;0,7
44203;WHO Regions;amr;Region of the Americas;2008;DIPHTHERIA;per 1,000,000 total population;0,1
44204;WHO Regions;amr;Region of the Americas;2008;PERTUSSIS;per 1,000,000 total population;27,0
44205;WHO Regions;amr;Region of the Americas;2008;RUBELLA;per 1,000,000 total population;5,0
44206;WHO Regions;amr;Region of the Americas;2008;NTETANUS;per 1000 live births;0,0
44207;WHO Regions;amr;Region of the Americas;2008;POLIO;per 1,000,000 <15 population;0,0
44208;WHO Regions;amr;Region of the Americas;2008;MEASLES;per 1,000,000 total population;0,2
44209;WHO Regions;amr;Region of the Americas;2008;YFEVER;per 1,000,000 total population;0,1
44745;WHO Regions;emr;Eastern Mediterranean Region;2008;MEASLES;per 1,000,000 total population;21,5
44746;WHO Regions;emr;Eastern Mediterranean Region;2008;NTETANUS;per 1000 live births;0,1
44747;WHO Regions;emr;Eastern Mediterranean Region;2008;RUBELLA;per 1,000,000 total population;6,8
44748;WHO Regions;emr;Eastern Mediterranean Region;2008;PERTUSSIS;per 1,000,000 total population;13,0
44749;WHO Regions;emr;Eastern Mediterranean Region;2008;POLIO;per 1,000,000 <15 population;0,9
44750;WHO Regions;emr;Eastern Mediterranean Region;2008;TTETANUS;per 1,000,000 total population;2,8
44751;WHO Regions;emr;Eastern Mediterranean Region;2008;CRS;per 10,000 live births;0,0
44752;WHO Regions;emr;Eastern Mediterranean Region;2008;YFEVER;per 1,000,000 total population;0,0
44753;WHO Regions;emr;Eastern Mediterranean Region;2008;MUMPS;per 1,000,000 total population;49,5
44754;WHO Regions;emr;Eastern Mediterranean Region;2008;JAPENC;per 1,000,000 total population;0,0
44755;WHO Regions;emr;Eastern Mediterranean Region;2008;DIPHTHERIA;per 1,000,000 total population;0,2
44800;WHO Regions;eur;European Region;2008;DIPHTHERIA;per 1,000,000 total population;0,2
44801;WHO Regions;eur;European Region;2008;POLIO;per 1,000,000 <15 population;0,0
44802;WHO Regions;eur;European Region;2008;PERTUSSIS;per 1,000,000 total population;36,2
44803;WHO Regions;eur;European Region;2008;MEASLES;per 1,000,000 total population;10,5
44804;WHO Regions;eur;European Region;2008;YFEVER;per 1,000,000 total population;0,0
44805;WHO Regions;eur;European Region;2008;JAPENC;per 1,000,000 total population;0,0
44806;WHO Regions;eur;European Region;2008;RUBELLA;per 1,000,000 total population;34,4
44807;WHO Regions;eur;European Region;2008;NTETANUS;per 1000 live births;0,0
44808;WHO Regions;eur;European Region;2008;TTETANUS;per 1,000,000 total population;0,2
44809;WHO Regions;eur;European Region;2008;CRS;per 10,000 live births;0,0
44810;WHO Regions;eur;European Region;2008;MUMPS;per 1,000,000 total population;105,5
45783;WHO Regions;sear;South-East Asia Region;2008;DIPHTHERIA;per 1,000,000 total population;2,5
45784;WHO Regions;sear;South-East Asia Region;2008;MUMPS;per 1,000,000 total population;132,1
45785;WHO Regions;sear;South-East Asia Region;2008;YFEVER;per 1,000,000 total population;0,0
45786;WHO Regions;sear;South-East Asia Region;2008;JAPENC;per 1,000,000 total population;1,2
45787;WHO Regions;sear;South-East Asia Region;2008;TTETANUS;per 1,000,000 total population;2,6
45788;WHO Regions;sear;South-East Asia Region;2008;MEASLES;per 1,000,000 total population;41,0
45789;WHO Regions;sear;South-East Asia Region;2008;POLIO;per 1,000,000 <15 population;1,0
45790;WHO Regions;sear;South-East Asia Region;2008;CRS;per 10,000 live births;0,0
45791;WHO Regions;sear;South-East Asia Region;2008;RUBELLA;per 1,000,000 total population;13,1
45792;WHO Regions;sear;South-East Asia Region;2008;PERTUSSIS;per 1,000,000 total population;30,3
45793;WHO Regions;sear;South-East Asia Region;2008;NTETANUS;per 1000 live births;0,0
46194;WHO Regions;wpr;Western Pacific Region;2008;POLIO;per 1,000,000 <15 population;0,0
46195;WHO Regions;wpr;Western Pacific Region;2008;TTETANUS;per 1,000,000 total population;1,9
46196;WHO Regions;wpr;Western Pacific Region;2008;MEASLES;per 1,000,000 total population;82,5
46197;WHO Regions;wpr;Western Pacific Region;2008;NTETANUS;per 1000 live births;0,1
46198;WHO Regions;wpr;Western Pacific Region;2008;DIPHTHERIA;per 1,000,000 total population;0,1
46199;WHO Regions;wpr;Western Pacific Region;2008;YFEVER;per 1,000,000 total population;0,0
46200;WHO Regions;wpr;Western Pacific Region;2008;JAPENC;per 1,000,000 total population;1,9
46201;WHO Regions;wpr;Western Pacific Region;2008;CRS;per 10,000 live births;0,0
46202;WHO Regions;wpr;Western Pacific Region;2008;PERTUSSIS;per 1,000,000 total population;14,1
46203;WHO Regions;wpr;Western Pacific Region;2008;RUBELLA;per 1,000,000 total population;71,6
46204;WHO Regions;wpr;Western Pacific Region;2008;MUMPS;per 1,000,000 total population;244,7
46271;WHO Regions;afr;African Region;2009;MEASLES;per 1,000,000 total population;101,0
46272;WHO Regions;afr;African Region;2009;YFEVER;per 1,000,000 total population;0,1
46273;WHO Regions;afr;African Region;2009;CRS;per 10,000 live births;0,1
46274;WHO Regions;afr;African Region;2009;DIPHTHERIA;per 1,000,000 total population;0,0
46275;WHO Regions;afr;African Region;2009;POLIO;per 1,000,000 <15 population;2,4
46276;WHO Regions;afr;African Region;2009;JAPENC;per 1,000,000 total population;0,0
46277;WHO Regions;afr;African Region;2009;MUMPS;per 1,000,000 total population;18,2
46278;WHO Regions;afr;African Region;2009;RUBELLA;per 1,000,000 total population;26,0
46279;WHO Regions;afr;African Region;2009;PERTUSSIS;per 1,000,000 total population;30,0
46280;WHO Regions;afr;African Region;2009;TTETANUS;per 1,000,000 total population;6,9
46281;WHO Regions;afr;African Region;2009;NTETANUS;per 1000 live births;0,0
46304;WHO Regions;amr;Region of the Americas;2009;NTETANUS;per 1000 live births;0,0
46305;WHO Regions;amr;Region of the Americas;2009;DIPHTHERIA;per 1,000,000 total population;0,0
46306;WHO Regions;amr;Region of the Americas;2009;POLIO;per 1,000,000 <15 population;0,0
46307;WHO Regions;amr;Region of the Americas;2009;MUMPS;per 1,000,000 total population;34,1
